code,name,ticker,market,size_category,sector_33,fy_end,announce_proxy_date,buyback_jpy,market_cap_at_announce,buyback_pct_mcap,price_at_announce,price_1y_later,price_1y_return_pct,pbr_pre,pbr_post,pbr_delta,roe_pre_pct,roe_post_pct,roe_delta_pct,equity_pre,equity_post,net_income_pre,net_income_post
4528,小野薬品工業,4528.T,TSE Prime,TOPIX Mid400,医薬品,2024-03-31,2024-06-29,50010000000.0,975336104173.5833,5.1274632186792894,2075.592529296875,1522.807373046875,-26.632643375203358,1.2157517212744058,0.9060625809949924,-0.3096891402794134,16.139129162720486,6.396183275374432,-9.742945887346053,792961000000.0,782451000000.0,127977000000.0,50047000000.0
4202,ダイセル,4202.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,15000000000.0,302321845632.1781,4.96159977081175,1183.7476806640625,,,0.870392113739173,0.932758875001976,0.06236676126280294,13.745093518305032,,,359983000000.0,,49480000000.0,
1878,大東建託,1878.T,TSE Prime,TOPIX Mid400,不動産業,2024-03-31,2024-06-29,50177000000.0,1016496187282.2554,4.936270359671021,3132.10888671875,3070.059326171875,-1.981079291655119,2.5122689958065023,2.1796345251985767,-0.3326344706079256,18.54749186056041,20.122029654149266,1.5745377935888563,402669000000.0,466444000000.0,74685000000.0,93858000000.0
4045,東亞合成,4045.T,TSE Prime,TOPIX Mid400,化学,2024-12-31,2025-03-31,7004000000.0,143561937350.6095,4.878730483341631,1351.6075439453125,1707.5,26.331049841276055,0.7317114481684291,0.8645515347777306,0.13284008660930147,5.586941693910671,5.943009306028202,0.35606761211753124,212585000000.0,214807000000.0,11877000000.0,12766000000.0
3861,王子ホールディングス,3861.T,TSE Prime,TOPIX Mid400,パルプ・紙,2025-03-31,2025-06-29,29307000000.0,610788934582.9272,4.798220521138299,710.1708374023438,,,0.5926963288824496,0.6898741909354891,0.09717786205303947,4.19042277246234,,,1101822000000.0,,46171000000.0,
2897,日清食品ホールディングス,2897.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,40482000000.0,849431355381.283,4.7657765096072895,2959.090087890625,,,1.7866506270517881,1.587067264459113,-0.19958336259267506,11.570086304066217,,,475528000000.0,,55019000000.0,
5019,出光興産,5019.T,TSE Prime,TOPIX Mid400,石油・石炭製品,2024-03-31,2024-06-29,57360000000.0,1213752096136.25,4.725841478057562,1001.6875,860.1204223632812,-14.132858564843698,0.7583695382225961,0.6097545369080023,-0.14861500131459382,12.696192109090868,6.048418738559854,-6.647773370531014,1799894000000.0,1720367000000.0,228518000000.0,104055000000.0
2212,山崎製パン,2212.T,TSE Prime,TOPIX Mid400,食料品,2024-12-31,2025-03-31,25666000000.0,557087487479.5166,4.607175816517277,2829.22119140625,3546.0,25.334845178276023,1.371154840694025,1.4962230471644775,0.12506820647045247,8.738323425937159,8.892102287553275,0.1537788616161162,412150000000.0,459880000000.0,36015000000.0,40893000000.0
3591,ワコールホールディングス,3591.T,TSE Prime,TOPIX Mid400,繊維製品,2024-03-31,2024-06-29,10001000000.0,217441919196.27197,4.599389132034236,4398.35693359375,4925.57958984375,11.986809261048847,1.1350916394297736,1.320909830256419,0.1858181908266454,-4.074985011495121,3.6435389612082223,7.718523972703343,211829000000.0,191819000000.0,-8632000000.0,6989000000.0
5214,日本電気硝子,5214.T,TSE Prime,TOPIX Mid400,ガラス・土石製品,2025-12-31,2026-03-31,20003000000.0,435692433573.0,4.591082713087444,5913.0,,,0.9498839990637123,1.02169443489449,0.07181043583077773,6.014988727989114,,,492370000000.0,,29616000000.0,
4507,塩野義製薬,4507.T,TSE Prime,TOPIX Large70,医薬品,2024-03-31,2024-06-29,75182000000.0,1698483606161.11,4.426418937885739,1995.925537109375,2561.56884765625,28.339900463725478,1.3840419134627766,1.5633113970019494,0.17926948353917282,13.116386376054884,12.51428126679609,-0.6021051092587939,1235325000000.0,1361924000000.0,162030000000.0,170435000000.0
5232,住友大阪セメント,5232.T,TSE Prime,TOPIX Mid400,ガラス・土石製品,2025-03-31,2025-06-29,5176000000.0,118106659778.78906,4.382479370506729,3726.7890625,,,0.6408587282598417,0.8781348210665145,0.23727609280667283,4.713885763625422,,,191095000000.0,,9008000000.0,
2264,森永乳業,2264.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,11214000000.0,257943853488.6875,4.347457730948339,3196.58251953125,,,1.0018579590464909,1.47720766536757,0.4753497063210792,2.049758940238206,,,266324000000.0,,5459000000.0,
2201,森永製菓,2201.T,TSE Prime,TOPIX Mid400,食料品,2024-03-31,2024-06-29,8685000000.0,200981747811.63428,4.321287925180065,2393.510009765625,2346.14501953125,-1.97889250686748,1.6586656690456187,1.5358611768379067,-0.12280449220771206,11.550304878048781,13.533133634918695,1.9828287568699139,131200000000.0,130864000000.0,15154000000.0,17710000000.0
1803,清水建設,1803.T,TSE Prime,TOPIX Mid400,建設業,2024-03-31,2024-06-29,25484000000.0,591168973058.3657,4.310781039160521,870.3884887695312,1594.234619140625,83.16356887881129,0.6959609239716266,1.2377042009939019,0.5417432770222753,1.9315999990996444,7.675484492068143,5.7438844929684985,888538000000.0,860076000000.0,17163000000.0,66015000000.0
2282,日本ハム,2282.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,20195000000.0,469914137472.0,4.297593621814225,4992.0,,,0.9349840308758652,1.1213426012935708,0.18635857041770554,5.07063798295991,,,524293000000.0,,26585000000.0,
1417,ミライト・ワン,1417.T,TSE Prime,TOPIX Mid400,建設業,2024-03-31,2024-06-29,7537000000.0,177302243373.8379,4.2509332406518965,1999.669921875,2503.685302734375,25.204928840795016,0.7295117712790147,0.8460588874368427,0.11654711615782798,4.974660385670121,6.5694072657743785,1.5947468801042577,251977000000.0,261500000000.0,12535000000.0,17179000000.0
4272,日本化薬,4272.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,7882000000.0,188253713540.87402,4.186902798222169,1267.746337890625,,,0.7567878863046091,1.2225672942558046,0.46577940795119543,6.54441063672316,,,267526000000.0,,17508000000.0,
4689,ＬＩＮＥヤフー,4689.T,TSE Prime,TOPIX Large70,情報・通信業,2025-03-31,2025-06-29,150100000000.0,3634599400571.693,4.129753611261546,530.4000244140625,,,1.2275064495912507,0.9835493198438474,-0.24395712974740325,5.11862235963938,,,2998170000000.0,,153465000000.0,
1605,ＩＮＰＥＸ,1605.T,TSE Prime,TOPIX Mid400,鉱業,2023-12-31,2024-03-30,99999000000.0,2442307956969.24,4.094446800398294,2101.470703125,1974.6212158203125,-6.036224398277623,0.6472212655367338,0.5037885497633044,-0.1434327157734293,7.643152302593832,8.86273916095736,1.2195868583635283,4209101000000.0,4821805000000.0,321708000000.0,427344000000.0
4568,第一三共,4568.T,TSE Prime,TOPIX Core30,医薬品,2025-03-31,2025-06-29,246066000000.0,6051785031133.182,4.0660069505794185,3325.790283203125,,,3.74681778854416,3.0867804882875793,-0.6600373002565805,18.218127701094485,,,1623416000000.0,,295756000000.0,
3659,ネクソン,3659.T,TSE Prime,TOPIX Mid400,情報・通信業,2023-12-31,2024-03-30,79023000000.0,1950667445758.4802,4.0510749370338415,2465.219482421875,2013.5838623046875,-18.32030061978468,2.309923413403039,1.6924118602611107,-0.6175115531419282,7.878121140240575,13.233197221232704,5.355076080992129,896267000000.0,1019013000000.0,70609000000.0,134848000000.0
4202,ダイセル,4202.T,TSE Prime,TOPIX Mid400,化学,2024-03-31,2024-06-29,15000000000.0,371801092953.65015,4.034415251670588,1455.795166015625,1183.7476806640625,-18.68720900455597,1.108827829443105,0.870392113739173,-0.23843571570393207,15.533478187083904,13.745093518305032,-1.788384668778873,359443000000.0,359983000000.0,55834000000.0,49480000000.0
4530,久光製薬,4530.T,TSE Prime,TOPIX Mid400,医薬品,2024-02-29,2024-05-29,9796000000.0,249446001626.2063,3.9271024334474047,3543.189208984375,4035.791259765625,13.902787057833986,1.0306021781562342,1.0793146073163526,0.04871242916011842,5.273888043613684,7.859924427971765,2.5860363843580814,264871000000.0,276822000000.0,13969000000.0,21758000000.0
4676,フジ・メディア・ホールディングス,4676.T,TSE Prime,TOPIX Mid400,情報・通信業,2024-03-31,2024-06-29,10000000000.0,256382041023.51685,3.900429203261839,1799.8565673828125,3305.58935546875,83.65848786914376,0.44755899139573085,0.7863096695043023,0.3387506781085714,4.322329549362001,-2.460878822435138,-6.783208371797139,857917000000.0,818163000000.0,37082000000.0,-20134000000.0
4045,東亞合成,4045.T,TSE Prime,TOPIX Mid400,化学,2025-12-31,2026-03-31,7002000000.0,181363302627.5,3.8607589840715058,1707.5,,,0.8645515347777306,0.8835307134730246,0.018979178695293974,5.943009306028202,,,214807000000.0,,12766000000.0,
5233,太平洋セメント,5233.T,TSE Prime,TOPIX Mid400,ガラス・土石製品,2025-03-31,2025-06-29,15177000000.0,394949501458.355,3.842769757642123,3538.884033203125,,,0.6136547446598558,0.7828690734251303,0.16921432876527454,8.949785637143137,,,641669000000.0,,57428000000.0,
2264,森永乳業,2264.T,TSE Prime,TOPIX Mid400,食料品,2024-03-31,2024-06-29,10012000000.0,266206991728.8125,3.7609831112923273,3298.98388671875,3196.58251953125,-3.1040275037339082,1.0146236711637517,1.0018579590464909,-0.012765712117260852,22.118038393684994,2.049758940238206,-20.068279453446788,277181000000.0,266324000000.0,61307000000.0,5459000000.0
2267,ヤクルト本社,2267.T,TSE Prime,TOPIX Mid400,食料品,2024-03-31,2024-06-29,30002000000.0,801330008979.3066,3.7440255155569453,2751.087646484375,2676.289306640625,-2.7188642986105904,1.5340204551655696,1.3807576921851654,-0.1532627629804042,9.285906744052257,7.930782227021754,-1.3551245170305029,549284000000.0,574130000000.0,51006000000.0,45533000000.0
3405,クラレ,3405.T,TSE Prime,TOPIX Mid400,化学,2024-12-31,2025-03-31,20004000000.0,534882393605.0226,3.7398875414792045,1775.2642822265625,1649.5,-7.084256889843299,0.7818353867752645,0.6743431316265238,-0.10749225514874072,4.15084020364291,1.005320065477729,-3.145520138165181,764279000000.0,742848000000.0,31724000000.0,7468000000.0
4530,久光製薬,4530.T,TSE Prime,TOPIX Mid400,医薬品,2025-02-28,2025-05-29,10554000000.0,284125948056.57886,3.7145498579729685,4035.791259765625,,,1.0793146073163526,1.591980112563308,0.5126655052469553,7.859924427971765,,,276822000000.0,,21758000000.0,
4151,協和キリン,4151.T,TSE Prime,TOPIX Mid400,医薬品,2024-12-31,2025-03-31,40014000000.0,1109753623194.6006,3.6056651822242674,2119.926513671875,2578.0,21.607988926687206,1.3229297494180001,1.4972174957350681,0.174287746317068,7.036815461953359,7.5044888126698694,0.4676733507165105,850811000000.0,893332000000.0,59870000000.0,67040000000.0
1925,大和ハウス工業,1925.T,TSE Prime,TOPIX Large70,建設業,2024-03-31,2024-06-29,87171000000.0,2449767858404.475,3.5583371583940266,3955.40380859375,4886.6044921875,23.54249347615449,1.0235445227461775,1.1520735132227573,0.12852899047657984,12.254677358553256,12.434149020975918,0.179471662422662,2437861000000.0,2614236000000.0,298752000000.0,325058000000.0
4182,三菱瓦斯化学,4182.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,15006000000.0,424221794180.55615,3.537300583291859,2175.63134765625,,,0.6316556650214741,1.688224699301428,1.056569034279954,6.815709174060677,,,668221000000.0,,45544000000.0,
3288,オープンハウスグループ,3288.T,TSE Prime,TOPIX Mid400,不動産業,2024-09-30,2024-12-29,19878000000.0,577240394035.1484,3.4436259495016595,5188.3828125,9275.0,78.7647584070783,1.315924256568954,1.9342873549824458,0.6183630984134918,19.99509380937728,18.690322137458434,-1.3047716719188465,464719000000.0,538621000000.0,92921000000.0,100670000000.0
3549,クスリのアオキホールディングス,3549.T,TSE Prime,TOPIX Mid400,小売業,2025-05-31,2025-08-29,12741000000.0,370821549266.67334,3.4358844638873487,3904.90283203125,,,2.7044417418250837,2.538115057079151,-0.1663266847459326,12.202501423602296,,,145757000000.0,,17786000000.0,
3659,ネクソン,3659.T,TSE Prime,TOPIX Mid400,情報・通信業,2024-12-31,2025-03-31,54564000000.0,1593299305603.2515,3.424591965119893,2013.5838623046875,2929.0,45.462031894095276,1.6924118602611107,2.233434750329537,0.5410228900684264,13.233197221232704,,,1019013000000.0,,134848000000.0,
2802,味の素,2802.T,TSE Prime,TOPIX Large70,食料品,2024-03-31,2024-06-29,91341000000.0,2693127935333.5596,3.391632413804615,2814.323486328125,3887.10595703125,38.11866247482427,3.4797883326042607,5.120227670374612,1.640439337770351,10.688722741738788,9.409697859143765,-1.2790248825950226,815074000000.0,746804000000.0,87121000000.0,70272000000.0
2768,双日,2768.T,TSE Prime,TOPIX Mid400,卸売業,2025-03-31,2025-06-29,23989000000.0,722315363106.7036,3.321125539518151,3471.66455078125,,,0.7509037651785326,1.1487057072982165,0.3978019421196839,11.418062326875523,,,968956000000.0,,110636000000.0,
1925,大和ハウス工業,1925.T,TSE Prime,TOPIX Large70,建設業,2025-03-31,2025-06-29,100015000000.0,3026504296650.2783,3.3046376346035973,4886.6044921875,,,1.1520735132227573,1.019360873931851,-0.13271263929090638,12.434149020975918,,,2614236000000.0,,325058000000.0,
4536,参天製薬,4536.T,TSE Prime,TOPIX Mid400,医薬品,2024-03-31,2024-06-29,16962000000.0,514941919126.37354,3.2939637209526347,1600.7886962890625,1633.790771484375,2.0616134579046985,1.8853936532777376,1.9472334992253038,0.0618398459475662,8.704971328682753,,,306055000000.0,,26642000000.0,
3099,三越伊勢丹ホールディングス,3099.T,TSE Prime,TOPIX Mid400,小売業,2025-03-31,2025-06-29,25015000000.0,762107075591.8884,3.2823471663180883,2175.872802734375,,,1.3293867390751901,1.984187269647443,0.6548005305722528,8.77466389319014,,,601892000000.0,,52814000000.0,
5076,インフロニア・ホールディングス,5076.T,TSE Prime,TOPIX Mid400,建設業,2024-03-31,2024-06-29,10003000000.0,306991595761.60156,3.25839538870242,1214.8779296875,1187.071044921875,-2.2888624516191225,0.752003476112041,0.5599789880096614,-0.1920244881023796,8.144317781172877,6.24418508337844,-1.9001326977944366,399923000000.0,519139000000.0,32571000000.0,32416000000.0
2181,パーソルホールディングス,2181.T,TSE Prime,TOPIX Mid400,サービス業,2025-03-31,2025-06-29,20000000000.0,615403062693.1421,3.249902578072249,275.88226318359375,,,3.236776107985797,2.602741130633307,-0.6340349773524903,18.916011453702676,,,189633000000.0,,35871000000.0,
2810,ハウス食品グループ本社,2810.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,8089000000.0,252505879414.312,3.203489763787859,2779.78466796875,,,0.8919154455779521,1.0989203431175594,0.20700489753960727,4.266399838810476,,,292823000000.0,,12493000000.0,
1803,清水建設,1803.T,TSE Prime,TOPIX Mid400,建設業,2025-03-31,2025-06-29,34520000000.0,1082806189157.9211,3.188012808353596,1594.234619140625,,,1.2377042009939019,1.9667656072485917,0.7290614062546898,7.675484492068143,,,860076000000.0,,66015000000.0,
4676,フジ・メディア・ホールディングス,4676.T,TSE Prime,TOPIX Mid400,情報・通信業,2025-03-31,2025-06-29,15000000000.0,470867379711.83887,3.185610353637088,3305.58935546875,,,0.7863096695043023,0.9649639931843329,0.17865432368003065,-2.460878822435138,,,818163000000.0,,-20134000000.0,
2784,アルフレッサ　ホールディングス,2784.T,TSE Prime,TOPIX Mid400,卸売業,2025-03-31,2025-06-29,11003000000.0,352655376131.83154,3.1200431766243084,1940.674072265625,,,0.7313298110958293,0.8364766887687851,0.10514687767295583,5.684877342061948,,,481787000000.0,,27389000000.0,
2331,ＡＬＳＯＫ,2331.T,TSE Prime,TOPIX Mid400,サービス業,2025-03-31,2025-06-29,15000000000.0,483800439506.4058,3.1004519167662705,995.5328979492188,,,1.4242236772542343,1.6240168900916578,0.19979321283742357,8.008994421331316,,,338432000000.0,,27105000000.0,
4704,トレンドマイクロ,4704.T,TSE Prime,TOPIX Mid400,情報・通信業,2024-12-31,2025-03-31,40000000000.0,1299619870040.0,3.077823055965501,10015.0,5240.0,-47.67848227658512,11.343990066055508,5.340175459652293,-6.003814606403215,28.764703419984095,26.42868625934914,-2.336017160634956,119445000000.0,130627000000.0,34358000000.0,34523000000.0
2002,日清製粉グループ本社,2002.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,14130000000.0,474141746406.0333,2.9801214736109136,1694.8663330078125,,,1.0086218708737937,1.144659432138283,0.1360375612644893,7.151281226546585,,,485004000000.0,,34684000000.0,
4680,ラウンドワン,4680.T,TSE Prime,TOPIX Mid400,サービス業,2024-03-31,2024-06-29,6501000000.0,220911301682.8816,2.9428100556540073,840.373779296875,1461.3775634765625,73.89613996515571,3.3231082283888638,5.88451183735964,2.5614036089707763,15.006777647470948,6.400825334170629,-8.605952313300318,65657000000.0,66882000000.0,9853000000.0,4281000000.0
3086,Ｊ．フロント　リテイリング,3086.T,TSE Prime,TOPIX Mid400,小売業,2026-02-28,2026-05-29,15073000000.0,531177454654.0,2.837658087318163,2149.0,,,1.2857870297531677,1.2857870297531677,0.0,6.805330304678213,,,415586000000.0,,28282000000.0,
4665,ダスキン,4665.T,TSE Prime,TOPIX Mid400,サービス業,2025-03-31,2025-06-29,5001000000.0,184232085911.4712,2.714510871034226,3913.27587890625,,,1.1988925181595718,1.2473522010237683,0.04845968286419655,5.824664889993982,,,151219000000.0,,8808000000.0,
4980,デクセリアルズ,4980.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,10000000000.0,369338676761.1919,2.7075420553547467,2204.87353515625,,,3.8698682986523303,6.614975965162466,2.7451076665101355,28.918313089714854,,,95915000000.0,,27737000000.0,
3402,東レ,3402.T,TSE Prime,TOPIX Mid400,繊維製品,2025-03-31,2025-06-29,38373000000.0,1423844168972.3845,2.695028068113277,977.5690307617188,,,0.8865933691718719,1.0167541698378548,0.1301608006659829,4.5589075146402775,,,1708984000000.0,,77911000000.0,
4307,野村総合研究所,4307.T,TSE Prime,TOPIX Large70,情報・通信業,2024-03-31,2024-06-29,68427000000.0,2566869027709.9434,2.665776837903093,4468.748046875,5748.22265625,28.631612164166164,6.402858106281867,7.576727846619884,1.1738697403380174,19.934072865252343,21.60215648327343,1.668083618021086,399532000000.0,434040000000.0,79643000000.0,93762000000.0
2809,キユーピー,2809.T,TSE Prime,TOPIX Mid400,食料品,2025-11-30,2026-02-28,16288000000.0,615437289681.0,2.6465734646079975,4503.0,,,1.923146414192346,1.7573727393646896,-0.16577367482765637,9.413630724984726,,,324062000000.0,,30506000000.0,
3088,マツキヨココカラ＆カンパニー,3088.T,TSE Prime,TOPIX Mid400,小売業,2025-03-31,2025-06-29,30953000000.0,1171651541334.7388,2.6418264226186667,2944.399169921875,,,2.2847074832080927,1.7365589682857612,-0.5481485149223315,10.49835252190877,,,520796000000.0,,54675000000.0,
4523,エーザイ,4523.T,TSE Prime,TOPIX Mid400,医薬品,2025-03-31,2025-06-29,30106000000.0,1151855721448.3125,2.6136953994676975,4082.9462890625,,,1.3447691721646446,1.2972312737499605,-0.04753789841468414,5.518429031027421,,,841417000000.0,,46433000000.0,
5333,日本碍子,5333.T,TSE Prime,TOPIX Mid400,ガラス・土石製品,2024-03-31,2024-06-29,14882000000.0,569390570015.7814,2.6136716664604274,1979.7252197265625,1785.0706787109375,-9.8324019452816,0.8417856694689191,0.7194673742933525,-0.12231829517556658,5.825555059265207,7.623452806701278,1.7978977474360711,696277000000.0,720579000000.0,40562000000.0,54933000000.0
4680,ラウンドワン,4680.T,TSE Prime,TOPIX Mid400,サービス業,2025-03-31,2025-06-29,10000000000.0,384156226373.31116,2.603107619628247,1461.3775634765625,,,5.88451183735964,3.2324600058215975,-2.6520518315380426,6.400825334170629,,,66882000000.0,,4281000000.0,
2875,東洋水産,2875.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,23942000000.0,926069935362.7871,2.5853339025222475,9513.537109375,,,1.9283902028088176,2.2204019936762,0.29201179086738227,13.064847295881894,,,481192000000.0,,62867000000.0,
5301,東海カーボン,5301.T,TSE Prime,TOPIX Mid400,ガラス・土石製品,2025-12-31,2026-03-31,5269000000.0,205414303072.74646,2.565059940414183,962.0999755859375,,,0.6459752868435568,1.205838404303372,0.5598631174598153,6.306795872532237,,,318355000000.0,,20078000000.0,
2503,キリンホールディングス,2503.T,TSE Prime,TOPIX Large70,食料品,2024-12-31,2025-03-31,40100000000.0,1615943999337.7905,2.481521637905328,2007.7877197265625,2525.0,25.760306988224624,1.3966463532362772,1.5790759659636315,0.18242961272735436,4.927022280527284,,,1181525000000.0,,58214000000.0,
2802,味の素,2802.T,TSE Prime,TOPIX Large70,食料品,2025-03-31,2025-06-29,90695000000.0,3719712283018.563,2.4382262148082217,3887.10595703125,,,5.120227670374612,6.877406657864714,1.7571789874901027,9.409697859143765,,,746804000000.0,,70272000000.0,
3288,オープンハウスグループ,3288.T,TSE Prime,TOPIX Mid400,不動産業,2025-09-30,2025-12-29,24999000000.0,1031902395825.0,2.4226128460544416,9275.0,,,1.9342873549824458,1.6724231191979702,-0.2618642357844756,18.690322137458434,,,538621000000.0,,100670000000.0,
4324,電通グループ,4324.T,TSE Prime,TOPIX Mid400,サービス業,2024-12-31,2025-03-31,20006000000.0,854039107950.0,2.342515678002331,3290.0,2699.0,-17.963525835866257,1.2542040597398534,1.8853595209337628,0.6311554611939094,-27.577715336993673,,,696838000000.0,,-192172000000.0,
3086,Ｊ．フロント　リテイリング,3086.T,TSE Prime,TOPIX Mid400,小売業,2025-02-28,2025-05-29,11575000000.0,509335904820.021,2.272567060452992,2060.635009765625,2149.0,4.288240751787753,1.2799176036507207,1.2857870297531677,0.005869426102447006,10.112145608647467,6.805330304678213,-3.3068153039692536,409646000000.0,415586000000.0,41424000000.0,28282000000.0
1417,ミライト・ワン,1417.T,TSE Prime,TOPIX Mid400,建設業,2025-03-31,2025-06-29,4987000000.0,221991147649.34692,2.2464859760432305,2503.685302734375,,,0.8460588874368427,1.33769886946298,0.49163998202613723,6.5694072657743785,,,261500000000.0,,17179000000.0,
4063,信越化学工業,4063.T,TSE Prime,TOPIX Core30,化学,2025-03-31,2025-06-29,193988000000.0,8762872336050.85,2.213749014714327,4719.3310546875,,,1.9698951633386355,3.3729667821333855,1.40307161879475,11.453607208196512,,,4662470000000.0,,534021000000.0,
3407,旭化成,3407.T,TSE Prime,TOPIX Large70,化学,2025-03-31,2025-06-29,30019000000.0,1370076233997.6616,2.191045961903112,1010.0527954101562,,,0.7312492554430302,1.2704231160293933,0.5391738605863631,7.260163244364779,,,1859421000000.0,,134997000000.0,
2871,ニチレイ,2871.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,10010000000.0,466243878479.45654,2.1469450778946917,1860.3804931640625,,,1.7792831154136695,1.714217885800411,-0.06506522961325856,9.51049650244771,,,260039000000.0,,24731000000.0,
1801,大成建設,1801.T,TSE Prime,TOPIX Mid400,建設業,2024-03-31,2024-06-29,20010000000.0,935392967079.6826,2.1392078735070736,5738.2861328125,8298.84375,44.622341199505456,1.130341544698685,1.6167361777638596,0.4863946330651745,4.333425872721755,14.295280008496999,9.961854135775244,929334000000.0,866188000000.0,40272000000.0,123824000000.0
4118,カネカ,4118.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,5020000000.0,235271205740.03052,2.133707771084826,3906.517333984375,,,0.5204195902364617,0.6997436828277425,0.1793240925912808,5.36282615789496,,,471934000000.0,,25309000000.0,
4114,日本触媒,4114.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,5002000000.0,236463898089.43945,2.1153334781396764,1600.35791015625,,,0.6319018821114067,0.8061390562990285,0.17423717418762175,4.541170511893355,,,383029000000.0,,17394000000.0,
4732,ユー・エス・エス,4732.T,TSE Prime,TOPIX Mid400,サービス業,2024-03-31,2024-06-29,12697000000.0,608567233561.7126,2.0863758841712996,1310.7269287109375,1565.407958984375,19.43051788246306,3.169127944950705,3.5929275421516205,0.42379959720091565,16.788775510204083,18.430679275035136,1.6419037648310528,196000000000.0,204203000000.0,32906000000.0,37636000000.0
4912,ライオン,4912.T,TSE Prime,TOPIX Mid400,化学,2024-12-31,2025-03-31,10002000000.0,481159390794.54565,2.0787290430897647,1739.130615234375,1664.5,-4.29125993071644,1.6572936886685201,1.416151351784486,-0.2411423368840342,7.2168107395894685,,,293717000000.0,,21197000000.0,
1414,ショーボンドホールディングス,1414.T,TSE Prime,TOPIX Mid400,建設業,2025-06-30,2025-09-28,5001000000.0,241784020707.91992,2.0683749014337516,1200.6295166015625,,,2.3541152065721302,2.449369464257066,0.09525425768493578,14.33002540413507,,,105101000000.0,,15061000000.0,
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,3563.T,TSE Prime,TOPIX Mid400,小売業,2024-09-30,2024-12-29,7504000000.0,378303476952.00464,1.98359265964453,3329.806396484375,7942.0,138.51236541515445,5.046055959207624,9.056290876355128,4.010234917147503,19.111116915682793,,,76568000000.0,,14633000000.0,
4021,日産化学,4021.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,11502000000.0,582757828982.2285,1.9737186577292227,4345.25048828125,,,2.5095486995083887,4.227839845917274,1.7182911464088857,18.450426507780016,,,233290000000.0,,43043000000.0,
1951,エクシオグループ,1951.T,TSE Prime,TOPIX Mid400,建設業,2024-03-31,2024-06-29,6003000000.0,309636785494.01624,1.9387231366655588,1518.5072021484375,1808.6650390625,19.108097512052424,1.017424397277534,1.1553937403063728,0.13796934302883868,6.400903747103988,8.362318344164438,1.9614145970604495,313362000000.0,321143000000.0,20058000000.0,26855000000.0
4403,日油,4403.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,12012000000.0,620197194942.2156,1.9368033422207225,2738.967529296875,,,2.3102026161066562,2.2909936617927467,-0.019208954313909565,13.103577032029209,,,278527000000.0,,36497000000.0,
2267,ヤクルト本社,2267.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,15000000000.0,779542933451.1152,1.9242044737155766,2676.289306640625,,,1.3807576921851654,1.3995628194093488,0.01880512722418337,7.930782227021754,,,574130000000.0,,45533000000.0,
4204,積水化学工業,4204.T,TSE Prime,TOPIX Mid400,化学,2024-03-31,2024-06-29,16173000000.0,858372756338.2148,1.8841464713993714,2126.232421875,2575.146240234375,21.113111329734323,1.1300361648571362,1.2938290445890879,0.16379287973195167,9.835560732978346,10.147433507525266,0.3118727745469201,792329000000.0,807347000000.0,77930000000.0,81925000000.0
1860,戸田建設,1860.T,TSE Prime,TOPIX Mid400,建設業,2025-03-31,2025-06-29,5003000000.0,265954320456.39648,1.8811501130775004,898.372802734375,,,0.7749136518583323,1.270615946459918,0.49570229460158577,7.359193513039666,,,342225000000.0,,25185000000.0,
5333,日本碍子,5333.T,TSE Prime,TOPIX Mid400,ガラス・土石製品,2025-03-31,2025-06-29,9400000000.0,513405800533.2997,1.830910361790958,1785.0706787109375,,,0.7194673742933525,2.525916489531335,1.8064491152379825,7.623452806701278,,,720579000000.0,,54933000000.0,
4114,日本触媒,4114.T,TSE Prime,TOPIX Mid400,化学,2024-03-31,2024-06-29,3966000000.0,219293563363.23584,1.80853461413765,1484.1512451171875,1600.35791015625,7.82983981055696,0.5910528660034249,0.6319018821114067,0.04084901610798186,2.870793432225491,4.541170511893355,1.6703770796678645,383448000000.0,383029000000.0,11008000000.0,17394000000.0
4206,アイカ工業,4206.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,4000000000.0,223681219190.14648,1.7882592085657796,3535.02783203125,,,1.2818344532644534,1.2346581510969812,-0.04717630216747226,9.744562803868757,,,173389000000.0,,16896000000.0,
