code,name,ticker,market,size_category,sector_33,fy_end,announce_proxy_date,buyback_jpy,market_cap_at_announce,buyback_pct_mcap,price_at_announce,price_1y_later,price_1y_return_pct,pbr_pre,pbr_post,pbr_delta,roe_pre_pct,roe_post_pct,roe_delta_pct,equity_pre,equity_post,net_income_pre,net_income_post
5021,コスモエネルギーホールディングス,5021.T,TSE Prime,TOPIX Mid400,石油・石炭製品,2025-03-31,2025-06-29,37102000000.0,480422368436.0437,7.722787787916917,3025.529541015625,,,0.8545356038455123,1.0396140613636171,0.1850784575181048,9.861965655577634,,,584782000000.0,,57671000000.0,
5108,ブリヂストン,5108.T,TSE Prime,TOPIX Large70,ゴム製品,2025-12-31,2026-03-31,300007000000.0,4100987988999.0,7.315481069556314,3267.0,,,1.1594951061395333,1.199237271533372,0.03974216539383857,8.937261063091222,,,3661793000000.0,,327264000000.0,
3591,ワコールホールディングス,3591.T,TSE Prime,TOPIX Mid400,繊維製品,2025-03-31,2025-06-29,17008000000.0,243506267303.89307,6.984625154955132,4925.57958984375,,,1.320909830256419,1.113953700733021,-0.20695612952339815,3.6435389612082223,,,191819000000.0,,6989000000.0,
4536,参天製薬,4536.T,TSE Prime,TOPIX Mid400,医薬品,2023-03-31,2023-06-29,26007000000.0,378656390282.2959,6.868232167060818,1177.120849609375,1588.708984375,34.96566515682817,1.5236148886648817,1.8853936532777376,0.36177876461285585,-5.084716935563425,8.704971328682753,13.789688264246177,293979000000.0,306055000000.0,-14948000000.0,26642000000.0
2201,森永製菓,2201.T,TSE Prime,TOPIX Mid400,食料品,2025-03-31,2025-06-29,12460000000.0,197004535064.01855,6.324727497238071,2346.14501953125,,,1.5358611768379067,1.6119839594016603,0.0761227825637536,13.533133634918695,,,130864000000.0,,17710000000.0,
3405,クラレ,3405.T,TSE Prime,TOPIX Mid400,化学,2025-12-31,2026-03-31,30004000000.0,496989950783.5,6.037144202352376,1649.5,,,0.6743431316265238,0.6704165243629922,-0.003926607263531667,1.005320065477729,,,742848000000.0,,7468000000.0,
2127,日本Ｍ＆Ａセンターホールディングス,2127.T,TSE Prime,TOPIX Mid400,サービス業,2024-03-31,2024-06-29,13999980000.0,244446497330.07178,5.727216447325925,770.33740234375,717.9020385742188,-6.806804863686578,5.6360668216266,4.742393156227463,-0.8936736653991373,24.431385707949975,23.224172380191497,-1.2072133277584776,43909642000.0,47174469000.0,10727734000.0,10955880000.0
1605,ＩＮＰＥＸ,1605.T,TSE Prime,TOPIX Mid400,鉱業,2024-12-31,2025-03-31,130000000000.0,2294884768189.5874,5.6647724453091275,1974.6212158203125,4678.0,136.9061956045392,0.5037885497633044,1.2029153285186631,0.6991267787553587,8.86273916095736,,,4821805000000.0,,427344000000.0,
2768,双日,2768.T,TSE Prime,TOPIX Mid400,卸売業,2024-03-31,2024-06-29,42675000000.0,767302853463.6106,5.561689208813019,3687.887939453125,3471.66455078125,-5.863068298760144,0.864281161155928,0.7509037651785326,-0.11337739597739538,10.904406131097442,11.418062326875523,0.513656195778081,924076000000.0,968956000000.0,100765000000.0,110636000000.0
3116,トヨタ紡織,3116.T,TSE Prime,TOPIX Mid400,輸送用機器,2024-03-31,2024-06-29,20000000000.0,360619281024.4497,5.5460151612481345,2018.47021484375,1933.8570556640625,-4.191944897548927,0.7965746029044565,0.7754714395119734,-0.021103163392483082,13.016323507496713,3.7367574091457687,-9.279566098350944,449597000000.0,447420000000.0,58521000000.0,16719000000.0
4203,住友ベークライト,4203.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,20018000000.0,362152976068.4282,5.527498411670551,4127.77978515625,,,1.2376300228147747,2.0676374062448395,0.8300073834300647,6.6332498486266305,,,290672000000.0,,19281000000.0,
2593,伊藤園,2593.T,TSE Prime,TOPIX Mid400,食料品,2025-04-30,2025-07-29,14887000000.0,270246785157.625,5.508668675306151,3204.91796875,,,2.1560771427623644,1.8857025278871211,-0.2703746148752433,8.118834595090616,,,174360000000.0,,14156000000.0,
3626,ＴＩＳ,3626.T,TSE Prime,TOPIX Mid400,情報・通信業,2024-03-31,2024-06-29,34585000000.0,638946741291.2598,5.412814208913017,3018.55712890625,4801.00927734375,59.04980665657824,2.2800276052293302,3.2303726817646994,0.9503450765353691,15.643915508195988,14.565979705721311,-1.077935802474677,312409000000.0,343348000000.0,48873000000.0,50012000000.0
4205,日本ゼオン,4205.T,TSE Prime,TOPIX Mid400,化学,2025-03-31,2025-06-29,14433000000.0,274266782892.1548,5.262394464179514,1433.35888671875,,,0.7846168619052459,1.1806424506068456,0.39602558870159965,7.331693433966066,,,357339000000.0,,26199000000.0,
