code,name,ticker,market,size_category,sector_33,sector_17,market_cap
1776,三井住建道路,1776.T,TSE Standard,TSE Standard Top400,建設業,建設・資材,18372874240.0
7417,南陽,7417.T,TSE Standard,TSE Standard Top400,卸売業,商社・卸売,18349178880.0
6496,中北製作所,6496.T,TSE Standard,TSE Standard Top400,機械,機械,18257156096.0
3547,ユニシアホールディングス,3547.T,TSE Standard,TSE Standard Top400,小売業,小売,18236952576.0
6392,ヤマダコーポレーション,6392.T,TSE Standard,TSE Standard Top400,機械,機械,18143754240.0
9074,日本石油輸送,9074.T,TSE Standard,TSE Standard Top400,陸運業,運輸・物流,18126694400.0
9691,両毛システムズ,9691.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,18122162176.0
2445,タカミヤ,2445.T,TSE Standard,TSE Standard Top400,サービス業,情報通信・サービスその他,18108932096.0
2354,ＹＥ　ＤＩＧＩＴＡＬ,2354.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,18057721856.0
3484,イノベーションホールディングス,3484.T,TSE Standard,TSE Standard Top400,不動産業,不動産,18037708800.0
7299,フジオーゼックス,7299.T,TSE Standard,TSE Standard Top400,輸送用機器,自動車・輸送機,17994340352.0
7539,アイナボホールディングス,7539.T,TSE Standard,TSE Standard Top400,卸売業,商社・卸売,17888198656.0
8118,キング,8118.T,TSE Standard,TSE Standard Top400,繊維製品,素材・化学,17871861760.0
9996,サトー商会,9996.T,TSE Standard,TSE Standard Top400,卸売業,商社・卸売,17731295232.0
6927,ヘリオス　テクノ　ホールディング,6927.T,TSE Standard,TSE Standard Top400,電気機器,電機・精密,17661573120.0
2344,平安レイサービス,2344.T,TSE Standard,TSE Standard Top400,サービス業,情報通信・サービスその他,17657255936.0
3951,朝日印刷,3951.T,TSE Standard,TSE Standard Top400,パルプ・紙,素材・化学,17639155712.0
2204,中村屋,2204.T,TSE Standard,TSE Standard Top400,食料品,食品,17629556736.0
3648,ＡＧＳ,3648.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,17516134400.0
9322,川西倉庫,9322.T,TSE Standard,TSE Standard Top400,倉庫・運輸関連業,運輸・物流,17399398400.0
4366,ダイトーケミックス,4366.T,TSE Standard,TSE Standard Top400,化学,素材・化学,17391267840.0
2924,イフジ産業,2924.T,TSE Standard,TSE Standard Top400,食料品,食品,17383143424.0
1384,ホクリヨウ,1384.T,TSE Standard,TSE Standard Top400,水産・農林業,食品,17340618752.0
6912,菊水ホールディングス,6912.T,TSE Standard,TSE Standard Top400,電気機器,電機・精密,17337726976.0
4026,神島化学工業,4026.T,TSE Standard,TSE Standard Top400,ガラス・土石製品,建設・資材,17336819712.0
8542,トマト銀行,8542.T,TSE Standard,TSE Standard Top400,銀行業,銀行,17256304640.0
5367,ニッカトー,5367.T,TSE Standard,TSE Standard Top400,ガラス・土石製品,建設・資材,17239476224.0
7811,中本パックス,7811.T,TSE Standard,TSE Standard Top400,その他製品,情報通信・サービスその他,17237237760.0
4800,オリコン,4800.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,17228158976.0
6403,水道機工,6403.T,TSE Standard,TSE Standard Top400,機械,機械,17158384640.0
7562,安楽亭,7562.T,TSE Standard,TSE Standard Top400,小売業,小売,17133432832.0
7018,内海造船,7018.T,TSE Standard,TSE Standard Top400,輸送用機器,自動車・輸送機,17066182656.0
7713,シグマ光機,7713.T,TSE Standard,TSE Standard Top400,精密機器,電機・精密,17018459136.0
9408,ＢＳＮメディアホールディングス,9408.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,17014323200.0
5885,ジーデップ・アドバンス,5885.T,TSE Standard,TSE Standard Top400,卸売業,商社・卸売,17011150848.0
9686,東洋テック,9686.T,TSE Standard,TSE Standard Top400,サービス業,情報通信・サービスその他,16947128320.0
3529,アツギ,3529.T,TSE Standard,TSE Standard Top400,繊維製品,素材・化学,16846734336.0
3454,ファーストブラザーズ,3454.T,TSE Standard,TSE Standard Top400,不動産業,不動産,16829148160.0
6848,東亜ディーケーケー,6848.T,TSE Standard,TSE Standard Top400,電気機器,電機・精密,16772777984.0
9307,杉村倉庫,9307.T,TSE Standard,TSE Standard Top400,倉庫・運輸関連業,運輸・物流,16744247296.0
3997,トレードワークス,3997.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,16709332992.0
9651,日本プロセス,9651.T,TSE Standard,TSE Standard Top400,情報・通信業,情報通信・サービスその他,16703511552.0
