code,name,size_category,sector_33,ticker,wave_types,range_high,range_low,range_pct,slope,touch_high,touch_low,touch_total,atr,bandwidth,breakout_days,per,pbr,market_cap
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,TOPIX Mid400,陸運業,9147.T,上昇トレンド|ブレイク気味,3599.3,3177.31,12.45,0.000719,10.0,16.0,26.0,73.21,0.1242,6.0,333.36,1.05,869799886848.0
9201,日本航空,TOPIX Mid400,空運業,9201.T,レンジ（波型）|ブレイク気味,3129.04,2855.22,9.15,-0.000252,19.0,14.0,33.0,57.46,0.1259,2.0,11.22,1.11,1363231768576.0
9202,ＡＮＡホールディングス,TOPIX Large70,空運業,9202.T,上昇トレンド|ブレイク気味,3307.65,2805.85,16.42,0.000764,8.0,15.0,23.0,64.96,0.1907,6.0,11.88,1.09,1556034093056.0
9301,三菱倉庫,TOPIX Mid400,倉庫・運輸関連業,9301.T,上昇トレンド|ブレイク気味,1346.05,1096.95,20.39,0.000971,12.0,13.0,25.0,24.68,0.0625,3.0,15.55,1.25,477788897280.0
9302,三井倉庫ホールディングス,TOPIX Mid400,倉庫・運輸関連業,9302.T,下降トレンド|ブレイク気味|高ボラ（荒い）,4275.49,3614.9,16.74,-0.001316,11.0,9.0,20.0,120.36,0.1292,3.0,86.21,2.05,265772892160.0
9364,上組,TOPIX Mid400,倉庫・運輸関連業,9364.T,上昇トレンド|ブレイク気味,5543.7,4383.88,23.37,0.002234,8.0,13.0,21.0,92.93,0.0758,6.0,19.84,1.43,555285544960.0
9401,ＴＢＳホールディングス,TOPIX Mid400,情報・通信業,9401.T,上昇トレンド|高ボラ（荒い）,6158.4,5276.05,15.43,0.001215,12.0,16.0,28.0,190.36,0.121,1.0,16.23,0.8,896007012352.0
9404,日本テレビホールディングス,TOPIX Mid400,情報・通信業,9404.T,下降トレンド|ブレイク気味,4038.82,3579.9,12.05,-0.000571,10.0,7.0,17.0,102.0,0.1607,6.0,14.93,0.82,824852873216.0
9432,ＮＴＴ,TOPIX Core30,情報・通信業,9432.T,レンジ（波型）,160.19,152.16,5.14,-4.6e-05,21.0,25.0,46.0,2.11,0.0508,0.0,12.2,1.32,12491782356992.0
9433,ＫＤＤＩ,TOPIX Core30,情報・通信業,9433.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2733.57,2357.82,14.76,0.001035,19.0,11.0,30.0,79.57,0.0981,3.0,14.77,2.05,10164898889728.0
9434,ソフトバンク,TOPIX Core30,情報・通信業,9434.T,下降トレンド,227.87,212.16,7.14,-0.000523,10.0,17.0,27.0,3.0,0.0411,0.0,19.08,3.59,10245263851520.0
9435,光通信,TOPIX Mid400,情報・通信業,9435.T,上昇トレンド|ブレイク気味,44664.5,39018.23,13.49,0.000875,11.0,10.0,21.0,1147.86,0.0779,2.0,13.12,1.62,1830490865664.0
9449,ＧＭＯインターネットグループ,TOPIX Mid400,情報・通信業,9449.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,4050.0,3384.99,17.89,0.000227,11.0,13.0,24.0,136.43,0.3226,3.0,19.65,3.03,301456687104.0
9468,ＫＡＤＯＫＡＷＡ,TOPIX Mid400,情報・通信業,9468.T,下降トレンド|ブレイク気味,3563.35,3083.6,14.44,-0.001029,14.0,7.0,21.0,95.11,0.131,3.0,74.08,1.73,428507201536.0
9501,東京電力ホールディングス,TOPIX Mid400,電気・ガス業,9501.T,下降トレンド|ブレイク気味|高ボラ（荒い）,868.0,608.72,35.11,-0.001313,7.0,8.0,15.0,35.61,0.3221,2.0,3.31,0.36,1123214557184.0
9502,中部電力,TOPIX Mid400,電気・ガス業,9502.T,上昇トレンド|ブレイク気味,2448.8,2020.48,19.17,0.001607,10.0,16.0,26.0,60.68,0.2674,6.0,8.76,0.65,1941778071552.0
9503,関西電力,TOPIX Mid400,電気・ガス業,9503.T,上昇トレンド|ブレイク気味,2649.4,2056.58,25.19,0.002068,8.0,13.0,21.0,63.43,0.182,4.0,7.03,0.9,3045871583232.0
9504,中国電力,TOPIX Mid400,電気・ガス業,9504.T,上昇トレンド|ブレイク気味,1026.65,856.5,18.07,0.001629,14.0,19.0,33.0,26.75,0.1725,4.0,3.5,0.51,390870958080.0
9505,北陸電力,TOPIX Mid400,電気・ガス業,9505.T,上昇トレンド|ブレイク気味,1026.08,858.86,17.74,0.001404,11.0,16.0,27.0,26.16,0.138,4.0,3.23,0.5,223010390016.0
9506,東北電力,TOPIX Mid400,電気・ガス業,9506.T,上昇トレンド|ブレイク気味,1188.03,1056.0,11.77,0.000477,15.0,9.0,24.0,25.89,0.152,5.0,3.78,0.57,621897056256.0
9507,四国電力,TOPIX Mid400,電気・ガス業,9507.T,上昇トレンド|ブレイク気味,1629.83,1332.57,20.07,0.001845,7.0,12.0,19.0,40.14,0.183,6.0,4.73,0.78,365377093632.0
9508,九州電力,TOPIX Mid400,電気・ガス業,9508.T,上昇トレンド|ブレイク気味,1792.8,1486.26,18.7,0.001693,11.0,18.0,29.0,41.61,0.1692,6.0,5.29,0.81,910579924992.0
9509,北海道電力,TOPIX Mid400,電気・ガス業,9509.T,高ボラ（荒い）,1185.9,1021.5,14.9,-0.000496,11.0,10.0,21.0,43.49,0.1901,1.0,4.27,0.55,243447857152.0
9513,電源開発,TOPIX Mid400,電気・ガス業,9513.T,上昇トレンド|ブレイク気味,3405.65,2754.55,21.14,0.002008,8.0,15.0,23.0,67.0,0.1586,6.0,6.18,0.47,642094792704.0
9531,東京瓦斯,TOPIX Mid400,電気・ガス業,9531.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,7301.3,5230.35,33.05,0.002583,8.0,15.0,23.0,232.79,0.2461,6.0,14.58,1.59,2539339644928.0
9532,大阪瓦斯,TOPIX Mid400,電気・ガス業,9532.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,6396.8,4153.74,42.52,0.003946,7.0,21.0,28.0,185.14,0.2541,6.0,14.43,1.45,2499739910144.0
9533,東邦瓦斯,TOPIX Mid400,電気・ガス業,9533.T,上昇トレンド|ブレイク気味,5309.85,4330.65,20.31,0.001774,12.0,14.0,26.0,132.43,0.1194,6.0,19.16,1.11,508810461184.0
9602,東宝,TOPIX Mid400,情報・通信業,9602.T,下降トレンド|ブレイク気味,9758.45,7846.75,21.72,-0.001974,11.0,12.0,23.0,184.14,0.0616,5.0,26.11,2.53,1302510567424.0
9616,共立メンテナンス,TOPIX Mid400,サービス業,9616.T,下降トレンド|ブレイク気味,3331.16,2729.85,19.84,-0.001668,17.0,11.0,28.0,60.82,0.1126,5.0,15.82,1.79,238189428736.0
9627,アインホールディングス,TOPIX Mid400,小売業,9627.T,レンジ（波型）,6996.65,6114.0,13.46,0.000153,18.0,13.0,31.0,150.14,0.0648,0.0,24.1,1.54,223205998592.0
9684,スクウェア・エニックス・ホールディングス,TOPIX Mid400,情報・通信業,9684.T,下降トレンド|ブレイク気味|高ボラ（荒い）,3399.59,2600.9,26.62,-0.002223,8.0,7.0,15.0,99.75,0.1589,5.0,40.0,2.66,908796887040.0
9697,カプコン,TOPIX Mid400,情報・通信業,9697.T,下降トレンド|ブレイク気味|高ボラ（荒い）,4311.0,3187.5,29.97,-0.001795,11.0,7.0,18.0,189.57,0.3331,6.0,21.51,5.22,1305052708864.0
9706,日本空港ビルデング,TOPIX Mid400,不動産業,9706.T,レンジ（波型）|ブレイク気味|高ボラ（荒い）,5348.05,4355.85,20.45,-9.4e-05,7.0,11.0,18.0,163.86,0.2903,6.0,17.67,2.53,510618533888.0
9719,ＳＣＳＫ,TOPIX Mid400,情報・通信業,9719.T,上昇トレンド|収束（スクイーズ）,5689.0,4232.0,29.37,0.002636,71.0,9.0,80.0,12.64,0.0056,0.0,28.82,5.58,1770300375040.0
9735,セコム,TOPIX Large70,サービス業,9735.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,5894.25,5165.95,13.17,0.000743,11.0,16.0,27.0,170.36,0.1072,6.0,22.73,1.88,2377069625344.0
9744,メイテックグループホールディングス,TOPIX Mid400,サービス業,9744.T,上昇トレンド,3649.7,3123.35,15.54,0.001237,9.0,16.0,25.0,65.57,0.0935,0.0,18.45,5.88,260804460544.0
9759,ＮＳＤ,TOPIX Mid400,情報・通信業,9759.T,レンジ（波型）|ブレイク気味,3596.65,3135.45,13.7,-5.6e-05,9.0,9.0,18.0,95.5,0.2081,6.0,18.15,3.23,221094166528.0
9766,コナミグループ,TOPIX Mid400,情報・通信業,9766.T,下降トレンド|ブレイク気味|高ボラ（荒い）,24329.5,19185.25,23.64,-0.000865,11.0,8.0,19.0,1053.21,0.2638,6.0,29.67,4.75,2551852826624.0
9831,ヤマダホールディングス,TOPIX Mid400,小売業,9831.T,上昇トレンド|ブレイク気味,549.25,459.71,17.75,0.001394,12.0,22.0,34.0,10.57,0.0557,6.0,14.54,0.58,372615380992.0
9843,ニトリホールディングス,TOPIX Mid400,小売業,9843.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,2896.25,2474.18,15.72,0.000378,12.0,14.0,26.0,118.29,0.3436,5.0,24.57,1.99,1939279446016.0
9861,吉野家ホールディングス,TOPIX Mid400,小売業,9861.T,未分類,3379.8,3006.0,11.71,-0.0004,7.0,33.0,40.0,36.57,0.0566,0.0,48.54,3.12,205768310784.0
9934,因幡電機産業,TOPIX Mid400,卸売業,9934.T,上昇トレンド|ブレイク気味,2687.42,2045.54,27.12,0.002866,13.0,18.0,31.0,62.39,0.1095,6.0,14.9,1.65,306477268992.0
9962,ミスミグループ本社,TOPIX Mid400,卸売業,9962.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,3063.2,2180.73,33.66,0.002013,7.0,9.0,16.0,144.21,0.3975,6.0,26.11,2.25,817393106944.0
9983,ファーストリテイリング,TOPIX Core30,小売業,9983.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,65245.5,45574.0,35.5,0.00291,7.0,9.0,16.0,2035.0,0.2386,6.0,47.85,8.26,20683394383872.0
9984,ソフトバンクグループ,TOPIX Core30,情報・通信業,9984.T,高ボラ（荒い）,6248.44,3839.08,47.77,-0.000635,8.0,15.0,23.0,317.43,0.2527,0.0,8.32,1.64,25353800122368.0
9987,スズケン,TOPIX Mid400,卸売業,9987.T,上昇トレンド|ブレイク気味,6362.15,5767.56,9.8,0.000831,17.0,27.0,44.0,143.5,0.0732,4.0,14.77,1.05,424439906304.0
9989,サンドラッグ,TOPIX Mid400,小売業,9989.T,下降トレンド,4595.23,4132.4,10.61,-0.000664,14.0,19.0,33.0,70.93,0.0519,0.0,15.27,1.74,484777132032.0
1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,ETF,ETF・ETN,1306.T,上昇トレンド|ブレイク気味,3888.35,3202.8,19.34,0.00175,8.0,15.0,23.0,69.86,0.1234,6.0,17.35,,
1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,ETF,ETF・ETN,1321.T,上昇トレンド|ブレイク気味,56934.5,43909.5,25.83,0.002201,8.0,13.0,21.0,1217.86,0.1271,6.0,22.3,,
1308,上場インデックスファンドＴＯＰＩＸ,ETF,ETF・ETN,1308.T,上昇トレンド|ブレイク気味,3843.2,3163.85,19.39,0.00175,7.0,13.0,20.0,67.57,0.1233,6.0,17.34,,
1305,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,ETF,ETF・ETN,1305.T,上昇トレンド|ブレイク気味,3925.3,3234.95,19.28,0.001748,8.0,14.0,22.0,70.64,0.1233,6.0,17.32,,10494621515776.0
1330,上場インデックスファンド２２５,ETF,ETF・ETN,1330.T,上昇トレンド|ブレイク気味,57018.0,43959.0,25.87,0.002203,8.0,13.0,21.0,1205.71,0.127,6.0,22.3,,
1320,ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,ETF,ETF・ETN,1320.T,上昇トレンド|ブレイク気味,56747.5,43788.0,25.78,0.002197,8.0,13.0,21.0,1205.0,0.1283,6.0,22.32,,
1348,ＭＡＸＩＳ　トピックス上場投信,ETF,ETF・ETN,1348.T,上昇トレンド|ブレイク気味,3835.2,3162.38,19.23,0.00175,7.0,15.0,22.0,68.43,0.1209,6.0,17.28,,
1346,ＭＡＸＩＳ　日経２２５上場投信,ETF,ETF・ETN,1346.T,上昇トレンド|ブレイク気味,56627.5,43697.56,25.78,0.002194,8.0,13.0,21.0,1197.14,0.1268,6.0,22.31,,
1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,ETF,ETF・ETN,1475.T,上昇トレンド|ブレイク気味,376.78,312.46,18.66,0.001749,13.0,14.0,27.0,7.07,0.1247,6.0,17.85,,
1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,ETF,ETF・ETN,1591.T,上昇トレンド|ブレイク気味,33330.0,27479.6,19.24,0.001789,10.0,13.0,23.0,555.71,0.1252,6.0,17.68,,
1540,純金上場信託（現物国内保管型）,ETF,ETF・ETN,1540.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,24202.25,15075.0,46.48,0.003584,9.0,9.0,18.0,1339.29,0.17,2.0,,,
1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,ETF,ETF・ETN,1329.T,上昇トレンド|ブレイク気味,5670.56,4368.26,25.95,0.0022,8.0,13.0,21.0,125.76,0.1285,6.0,22.59,,
1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,ETF,ETF・ETN,1593.T,上昇トレンド|ブレイク気味,34147.0,28103.75,19.42,0.0018,9.0,13.0,22.0,623.57,0.1211,6.0,17.78,,
1473,Ｏｎｅ　ＥＴＦ　トピックス,ETF,ETF・ETN,1473.T,上昇トレンド|ブレイク気味,3769.2,3100.51,19.47,0.001751,8.0,14.0,22.0,64.43,0.1236,6.0,17.35,,10495847301120.0
1557,Ｓｔａｔｅ　Ｓｔｒｅｅｔ　ＳＰＤＲ　Ｓ＆Ｐ　５００　ＥＴＦ,ETF,ETF・ETN,1557.T,上昇トレンド,108612.5,94689.51,13.7,0.001209,21.0,14.0,35.0,1539.29,0.0574,0.0,8.76,241.95,98270755946496.0
1599,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,ETF,ETF・ETN,1599.T,上昇トレンド|ブレイク気味,33890.0,27922.56,19.31,0.001772,8.0,11.0,19.0,549.29,0.1286,6.0,17.74,,
1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,ETF,ETF・ETN,1343.T,上昇トレンド,2182.81,2015.44,7.97,0.000666,11.0,23.0,34.0,25.56,0.0332,0.0,22.6,,
1369,Ｏｎｅ　ＥＴＦ　日経２２５,ETF,ETF・ETN,1369.T,上昇トレンド|ブレイク気味,54983.0,42437.86,25.75,0.002197,9.0,13.0,22.0,1136.43,0.1269,6.0,22.31,,
1592,上場インデックスファンドＪＰＸ日経インデックス４００,ETF,ETF・ETN,1592.T,上昇トレンド|ブレイク気味,3057.75,2512.46,19.58,0.001787,10.0,13.0,23.0,54.36,0.1282,6.0,17.73,,
1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,ETF,ETF・ETN,1489.T,上昇トレンド|ブレイク気味,3201.95,2476.12,25.57,0.002317,7.0,15.0,22.0,64.71,0.156,6.0,15.07,,
1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF,ETF・ETN,1364.T,上昇トレンド|ブレイク気味,3383.41,2799.19,18.9,0.001784,14.0,13.0,27.0,63.26,0.125,6.0,18.11,,
1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,ETF,ETF・ETN,1476.T,上昇トレンド,2091.52,1933.0,7.88,0.000675,11.0,27.0,38.0,24.77,0.0309,0.0,22.09,,
1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF,ETF・ETN,1570.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,50788.0,31097.0,48.09,0.004045,7.0,11.0,18.0,2145.0,0.2486,6.0,,,
1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,ETF,ETF・ETN,1474.T,上昇トレンド|ブレイク気味,33601.5,27683.29,19.31,0.001773,10.0,13.0,23.0,545.71,0.1273,6.0,17.71,,
2524,ＮＺＡＭ　上場投信　ＴＯＰＩＸ,ETF,ETF・ETN,2524.T,上昇トレンド|ブレイク気味,3776.31,3113.4,19.24,0.001737,9.0,14.0,23.0,59.14,0.118,6.0,17.22,,
1488,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,ETF,ETF・ETN,1488.T,上昇トレンド,2112.0,1950.53,7.95,0.00067,12.0,22.0,34.0,21.64,0.0303,0.0,22.71,,
1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,ETF,ETF・ETN,1615.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,629.98,447.78,33.81,0.003287,9.0,23.0,32.0,18.37,0.2075,6.0,15.13,,
1597,ＭＡＸＩＳ　Ｊリート上場投信,ETF,ETF・ETN,1597.T,上昇トレンド,2100.0,1941.13,7.86,0.000665,15.0,25.0,40.0,23.0,0.0304,0.0,22.8,,
1542,純銀上場信託（現物国内保管型）,ETF,ETF・ETN,1542.T,上昇トレンド|高ボラ（荒い）,47791.5,16909.0,95.46,0.009284,8.0,9.0,17.0,4984.29,0.7813,0.0,,,
2510,ＮＥＸＴ　ＦＵＮＤＳ　国内債券・ＮＯＭＵＲＡ－ＢＰＩ総合連動型上場投信,ETF,ETF・ETN,2510.T,下降トレンド,859.5,827.68,3.77,-0.000354,64.0,27.0,91.0,3.73,0.0173,1.0,,,
1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,ETF,ETF・ETN,1577.T,上昇トレンド|ブレイク気味,54893.5,42767.77,24.83,0.002256,7.0,16.0,23.0,998.57,0.1674,6.0,14.84,,
1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF,ETF・ETN,1345.T,上昇トレンド,2063.53,1908.86,7.79,0.00067,15.0,25.0,40.0,22.18,0.0274,0.0,22.85,,
1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,ETF,ETF・ETN,1595.T,上昇トレンド,2076.52,1916.01,8.04,0.000673,12.0,22.0,34.0,21.11,0.0283,0.0,22.87,,
1397,ＳＭＤＡＭ　日経２２５上場投信,ETF,ETF・ETN,1397.T,上昇トレンド|ブレイク気味,55433.0,42739.85,25.86,0.002202,8.0,13.0,21.0,1080.71,0.1271,6.0,22.31,,
1326,ＳＰＤＲゴールド・シェア,ETF,ETF・ETN,1326.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,72221.5,45241.5,45.94,0.002709,9.0,15.0,24.0,3457.86,0.1543,2.0,,404.25,18427131461632.0
2556,Ｏｎｅ　ＥＴＦ　東証ＲＥＩＴ指数,ETF,ETF・ETN,2556.T,上昇トレンド,2091.53,1930.4,8.01,0.000673,11.0,24.0,35.0,20.96,0.0337,0.0,22.83,,
1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF,ETF・ETN,1478.T,上昇トレンド|ブレイク気味,4993.4,4088.82,19.92,0.001773,8.0,18.0,26.0,96.85,0.1452,6.0,14.07,,
2512,ＮＥＸＴ　ＦＵＮＤＳ　外国債券・ＦＴＳＥ世界国債インデックス（除く日本・為替ヘッジあり）連動型上場投信,ETF,ETF・ETN,2512.T,レンジ（波型）|ブレイク気味,760.52,748.62,1.58,3.2e-05,63.0,96.0,159.0,3.84,0.0248,2.0,,,
1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF,ETF・ETN,1655.T,上昇トレンド,782.59,681.43,13.82,0.001218,22.0,14.0,36.0,11.85,0.0591,0.0,26.98,,
1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,ETF,ETF・ETN,1398.T,上昇トレンド,2097.03,1938.03,7.88,0.000676,14.0,24.0,38.0,26.5,0.0339,0.0,22.81,,
2621,ｉシェアーズ　米国債２０年超　ＥＴＦ（為替ヘッジあり）,ETF,ETF・ETN,2621.T,レンジ（波型）,1117.63,1058.33,5.45,-5.3e-05,15.0,22.0,37.0,8.36,0.0433,0.0,,,
1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF,ETF・ETN,1482.T,レンジ（波型）,1640.64,1607.97,2.01,-1.7e-05,59.0,61.0,120.0,6.71,0.0212,0.0,,,
2641,グローバルＸ　グローバルリーダーズ－日本株式　ＥＴＦ,ETF,ETF・ETN,2641.T,上昇トレンド|ブレイク気味,4265.05,3554.09,18.19,0.001603,10.0,11.0,21.0,99.57,0.1227,5.0,19.75,,
2525,ＮＺＡＭ　上場投信　日経２２５,ETF,ETF・ETN,2525.T,上昇トレンド|ブレイク気味,55094.51,42512.75,25.78,0.002198,8.0,13.0,21.0,1046.66,0.1221,6.0,22.1,,
1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF,ETF・ETN,1357.T,下降トレンド|ブレイク気味|高ボラ（荒い）,8698.1,4839.9,57.0,-0.0052,9.0,7.0,16.0,210.0,0.2686,6.0,,,
2244,グローバルＸ　ＵＳ　テック・トップ２０　ＥＴＦ,ETF,ETF・ETN,2244.T,上昇トレンド,3188.1,2671.9,17.62,0.001118,22.0,12.0,34.0,74.79,0.1513,0.0,33.15,,
2558,ＭＡＸＩＳ米国株式（Ｓ＆Ｐ５００）上場投信,ETF,ETF・ETN,2558.T,上昇トレンド,31306.0,27221.66,13.96,0.001223,21.0,14.0,35.0,441.07,0.0577,0.0,30.92,,
1651,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,ETF,ETF・ETN,1651.T,上昇トレンド|ブレイク気味,2989.62,2324.32,25.04,0.002263,7.0,17.0,24.0,68.11,0.1628,6.0,14.99,,
2250,ｉシェアーズ　ＭＳＣＩ　ジャパン気候変動アクション　ＥＴＦ,ETF,ETF・ETN,2250.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,331.25,269.33,20.62,0.001856,11.0,14.0,25.0,9.41,0.1192,5.0,17.78,,
2625,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年４回決算型）,ETF,ETF・ETN,2625.T,上昇トレンド|ブレイク気味,3704.25,3054.06,19.24,0.00176,8.0,14.0,22.0,66.71,0.1209,6.0,17.41,,
2559,ＭＡＸＩＳ全世界株式（オール・カントリー）上場投信,ETF,ETF・ETN,2559.T,上昇トレンド,26906.75,22903.42,16.07,0.001427,14.0,15.0,29.0,347.86,0.0428,1.0,26.33,,
1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,ETF,ETF・ETN,1545.T,上昇トレンド,40651.0,34869.5,15.31,0.001201,24.0,13.0,37.0,748.57,0.0875,0.0,2.86,,
2557,ＳＭＤＡＭ　トピックス上場投信,ETF,ETF・ETN,2557.T,上昇トレンド|ブレイク気味,3735.9,3081.73,19.19,0.001751,9.0,14.0,23.0,58.36,0.1213,6.0,17.28,,
1479,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,ETF,ETF・ETN,1479.T,上昇トレンド,47180.0,37764.55,22.17,0.001817,9.0,12.0,21.0,214.29,0.0729,1.0,21.51,,
2563,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ（為替ヘッジあり）,ETF,ETF・ETN,2563.T,上昇トレンド,374.94,350.54,6.72,0.000487,30.0,15.0,45.0,4.87,0.0419,1.0,27.07,,
314A,ｉシェアーズ　ゴールド　ＥＴＦ,ETF,ETF・ETN,314A.T,上昇トレンド|ブレイク気味|高ボラ（荒い）,372.4,236.89,44.48,0.003732,9.0,9.0,18.0,18.15,0.1555,2.0,,,
356A,グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ,ETF,ETF・ETN,356A.T,上昇トレンド,1412.15,1234.0,13.46,0.001124,21.0,13.0,34.0,19.43,0.0613,0.0,29.65,,
1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,ETF,ETF・ETN,1484.T,上昇トレンド|ブレイク気味,3407.3,2993.89,12.92,0.001173,14.0,16.0,30.0,53.57,0.0765,5.0,16.94,,
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,ETF,ETF・ETN,294A.T,上昇トレンド|ブレイク気味,2637.15,2032.39,25.9,0.00245,10.0,18.0,28.0,51.64,0.1021,3.0,19.3,,
1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF,ETF・ETN,1494.T,上昇トレンド|ブレイク気味,43064.5,34956.31,20.78,0.001992,8.0,19.0,27.0,732.14,0.1229,6.0,13.76,,
2513,ＮＥＸＴ　ＦＵＮＤＳ　外国株式・ＭＳＣＩ－ＫＯＫＵＳＡＩ指数（為替ヘッジなし）連動型上場投信,ETF,ETF・ETN,2513.T,上昇トレンド,3263.2,2813.63,14.8,0.001318,13.0,16.0,29.0,47.07,0.0494,0.0,3.32,,
1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,ETF,ETF・ETN,1328.T,上昇トレンド|高ボラ（荒い）,18651.75,11953.75,43.77,0.003672,9.0,9.0,18.0,906.07,0.1547,1.0,,,
2526,ＮＺＡＭ　上場投信　ＪＰＸ日経４００,ETF,ETF・ETN,2526.T,上昇トレンド|ブレイク気味,33663.48,27815.04,19.03,0.001763,10.0,13.0,23.0,429.91,0.1246,6.0,17.73,,
2555,東証ＲＥＩＴ　ＥＴＦ,ETF,ETF・ETN,2555.T,上昇トレンド,2095.44,1934.53,7.99,0.000659,13.0,21.0,34.0,23.46,0.0288,0.0,22.87,,
2517,ＭＡＸＩＳ　Ｊリート・コア上場投信,ETF,ETF・ETN,2517.T,上昇トレンド,1224.07,1121.22,8.77,0.000754,11.0,22.0,33.0,14.27,0.0298,0.0,23.08,,
2564,グローバルＸ　ＭＳＣＩスーパーディビィデンド－日本株式　ＥＴＦ,ETF,ETF・ETN,2564.T,上昇トレンド|ブレイク気味,3606.75,3033.82,17.26,0.00162,12.0,19.0,31.0,52.93,0.0688,6.0,14.89,,
1541,純プラチナ上場信託（現物国内保管型）,ETF,ETF・ETN,1541.T,上昇トレンド|高ボラ（荒い）,11934.5,5927.1,67.27,0.005969,7.0,9.0,16.0,1032.36,0.6684,0.0,,,
1487,上場インデックスファンド米国債券（為替ヘッジあり）,ETF,ETF・ETN,1487.T,レンジ（波型）,12567.39,12302.7,2.13,-1.5e-05,52.0,48.0,100.0,49.64,0.0232,1.0,,,
2624,ｉＦｒｅｅＥＴＦ　日経２２５（年４回決算型）,ETF,ETF・ETN,2624.T,上昇トレンド|ブレイク気味,5506.5,4249.84,25.76,0.002182,10.0,13.0,23.0,115.0,0.1274,6.0,22.34,,
1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF,ETF・ETN,1547.T,上昇トレンド,11772.19,10253.37,13.79,0.001214,22.0,15.0,37.0,163.57,0.0574,0.0,26.75,,
1660,ＭＡＸＩＳ高利回りＪリート上場投信,ETF,ETF・ETN,1660.T,上昇トレンド,11886.5,10902.21,8.64,0.000761,12.0,22.0,34.0,132.14,0.0305,0.0,21.69,,
1678,ＮＥＸＴ　ＦＵＮＤＳ　インド株式指数・Ｎｉｆｔｙ　５０　連動型上場投信,ETF,ETF・ETN,1678.T,上昇トレンド,360.7,328.96,9.2,0.000448,23.0,15.0,38.0,4.99,0.0768,0.0,,,
